0,1,3,6,12,24,48,96,192,384,768,1536,3072,6144
0.00315,0.00315,0.00315,0.005104,0.0054399999999999995,0.009300000000000001,0.013592,0.02341,0.036142,0.05464,0.077592,0.117744,0.198048,0.35848800000000003
