0,1,3,6,12,24,48,96,192,384,768,1536,3072,6144
0.003102,0.003102,0.0032219999999999996,0.005128,0.007082,0.009396,0.015354,0.02377,0.038,0.056714,0.08052,0.12348,0.2094,0.38136000000000003
